,Emotion,Clean_Text
2716,sadness,cheer season gonna fly by
9420,sadness,  outsideonly extremely necessary starbucks consumption decreased dramatically
18351,joy,day friends decided galicia holiday
34481,joy,elation witnessing birth followed sense disorientation displaced person 
17190,joy,semana q viene j15   en   v16   en la mi duda es s17     es coña
8990,sadness,wish day weekend lasted forever work 17 hours
23500,joy,yes  today great day come   9:30 11
17991,joy,luck braces 3 days thanksgiving
33969,sadness,mary mary real fucking moo moo man
12320,sadness,dissertation  night cant find 
2430,fear,wash away beastliness house horror sight phyllis henley s body  felt need try 
21370,joy,love watching son play friends playground school #itsthelittlethings #myheartisfull
3902,joy,rt:   work analysis feel run feel race feel #running~kara goucher
17885,sadness,hate waking morning babes :(
29590,anger,wanting blackberry room send messages #depression
33107,fear,harry little worried water supply diminishing rapidly pleased lucy enjoying 
18062,neutral,yeah 
12116,sadness,great end xavier amp cincinnati game nooooott
3367,anger,ew awful feeling want feel people feel like everyday
21880,fear,  gotta vanners me deadly reliable werent (which think is) opposition think 
32039,sadness, look glum today   bragg said goodhumouredly 
4964,anger,’ throw street 
8426,neutral,know tempting good fitness 
10351,anger, turn right    freeway packed hour    let ’ street   way   
26032,joy,living proof know corner #love #stress #happiness #passion #drive #anticipation
24347,joy,dear lord lady line monotone stop complaining
24210,anger,feeling screw chance #onemorereasontohateu
10950,sadness,francis totally disconsolate added :  way fans came best ve heard  hope continues 
31536,sadness,  sister shed care fish     like me
32861,sadness,stop coughing  stop sneezing  vomited blood night  sorry  coughing 
32994,joy,mornings early morning glow #beauty #ihavenotsleptyet #6am
16188,joy,ima spend bday movin shit
22361,anger,live weeks ago woke man end bed coming bed me angry told out surprised hesitated started backed  kept telling  loudly firmly go id got initiative succeeded powerful message
7978,joy,  ohh boy great gift stopit peter
5312,fear,power beaten dog you second turn going strike #respect power
23977,sadness,talk weddings anne feel downhearted impatient secrecy john insisted 
22763,joy,quot  sweating bollocks work breeze blocks laders alllllll day #easonsquot man up daily
23436,joy,cant touch tangibly feel tangibly affect mesy rogers
29694,anger,’ got kidding  ’ complaining talking phone cigarette break times day shoot breeze 
5170,joy,okay realized extent lack money issues
29017,fear,word comes mouth pray push away
30407,fear, think itbased belief u lose #life u lose physical #life #useitdontuseit
26440,joy,renewed contact earlier friend
328,fear,voice tetchy  alarmed 
9443,joy,makes smile delete accidental tweets iphone new twitter jump laptop :)
15185,sadness,lets hear sleep josh someone     lets hear
7549,neutral,absolutely 
18899,joy,merry christmas sweetest friends ~~   ~~ truly want holidays
23191,joy,homemade tomato soup fresh mozzarella melted top
22479,joy,5 hour shift turned 8 hour shift
26195,joy,bedtime girl moving 5 am
18876,fear,quotniggas tryna live im tryna live #respect cuz fuck r/squot
15062,sadness,vivid imagination difficulty showing mark s drive  miserable felt 
17138,joy,day thanksgiving im thankful freely hum christmas songs w/out people telling me quotyoure mindquot
30992,joy,bcpe new womens christmas christmas sweaters shirts nutcracker st family st christmas party christmas music 22 days
22635,joy,going salad homework rest life
7214,neutral,whos 
11137,fear,  necessarily bad thingas long compromise ability desire recognize embrace #truth
31193,sadness,ewok tries wake fallen ewok friendi die time :(
26096,sadness,longer term offspring depressed mothers likely suffer childhood depression 
30539,joy,mall jake dakota #not #faggets
29310,fear,treated improperly someone
33985,neutral,yes 
26787,sadness,car campus preventing going taco bell right now
8310,neutral,step office moment  concern 
4744,fear, noss agora eu com medo deu um trovão aki lado de casa que porta ta tremendo meu tercinho ta tremendo tb
1365,anger,saw movie block affluence poverty existed saw rich attempts help poor
17238,fear,lock ampamp #laughter key heart ❤
24426,joy,best new muppet movie vast number adults falling share love muppets
13880,joy,happy baby cry easily upset 
11740,neutral,
26262,fear,im feeling worse awoke need held #neveragain
21617,joy,wow feel worse today #happiness #istillhavetogotofuckingschool
23913,neutral,  great light funny change  ’ tired heavy drama 
5174,sadness,want awake right now tired cold
14388,fear,pleasure help 
7015,fear,    u dont wanna lose musa isscared money dont moneycash
10146,anger,thats true  hear tummy grumbling  hungry 
5455,sadness,sad heard uncle passed away untimely home
10228,joy,    loving connections made
15792,joy,page single spaced essay morality aids africa
18116,neutral,woo  easy 
9304,joy,typos today better stick hands refrigerator warm up #fb
6262,anger,’ running ground  ’ ask time  long weekend away 
12299,sadness,bringing computer computer doctor :( hopefully home tonight
19108,sadness,ouch  bit tongue 
15701,joy,oh quotgone windquot think forgot you happy tv right now
8918,anger,elite offended  common people loved 
4625,fear,: courage lose sight shore know terror forever lost sea
1295,fear,going disco wait friends separated planned meet sure going place felt conscious alone
33090,joy,research project presentation day whyd pick monday
21578,joy,sat triguy plane afternoon talked love affairs bikes
7200,anger, unable cross long  shift feelings critic 
1106,anger,playing indoorhockey older man frequently intentionally plays ball field opinion childish play fun only
2773,joy,dancing 
27346,joy,cant wait till weekend yo
8280,joy,going banquet meet mum stepdad nani piya uncle daryl whoa real family day today
13205,joy,thinking gonna days little thing pisses
29859,joy,little cat sick liked went veterinary it told tend recovered health everybody said saved life
11317,joy, right m feeling excited  
31894,joy,2 hours sleep work
28995,joy,remember suck push
5920,joy,cherryberry frozen yogurt gift cards great stocking stuffers
12738,anger,people hunting animals
25621,joy,  think saw little heater store day teeny soooooo fun #warmth
31926,anger,understand ive sitting rt 287 20 min now lets gooooo
5379,anger,think 
24402,fear,fathers home broken thieves guns
20814,anger,quotangry words peace open hearts open minds doquot  frank parker #peace #openhearts #openminds #frankparker
6320,joy,oh boy spend day daves
14738,fear,rt«  afraid tomorrow seen yesterday love today #less»
23682,anger,played second half peeved mood  allowing blackburn assume dictating role gordon cowans prompting midfield speedie predatory form 
9898,anger,oh  gosh  restroom bad  cant bear anymore 
5759,joy,woke terrible sore throat congestion headache :(
17126,fear,eyewitnesses told horror shrapnel rained shoppers devices placed castlitter bins yards apart 
13621,fear,group backbenchers concerned crossmedia ownership new channels bill 
9131,neutral,oh  
15976,fear,dear cat stop making eye contact me afraid going pounce sincerely me
25601,joy,fell love
15424,joy,passed university entrance exam
17835,sadness,getting separated girlfriend
24836,fear,aint gotta die heaven #less #justsaying
23793,sadness,loner twitter too sadin real life twitter taylor leigh carroll loner
30866,sadness,brother leaving cutest niece ever #gordons
1346,anger,oh  ’ talk night  awful evening ’ 
1361,fear,know coming foreign territory black manicans store windows #iaintfromaroundhere
16350,fear,face problems face fear #feelings
7748,anger,unscrew car succeed afternoons trying feeling anger built itself
4542,joy,today half world lifted shoulder half bio 1010 monday #collegekidproblems
19921,neutral,excited 
23233,anger,told management problem feel fact killed means managing fine #truth
8713,joy,’ wait 
16876,fear,quot  afraid tomorrow seen yesterday love today #lessquot
24454,sadness,remember day father died 11 years old sadness great today remember day clothes wearing reactions people despair mother brother marked lot greatest sadness felt
20895,joy,old 
2668,joy,black friday hangover
24388,joy,considering weather crap aswell uni work
3736,joy,experienced feeling accepted student turned different expectations passed exam successfully accepted student expect all beginning september
14377,fear,getting information website run te 1 6 approved corporations probably wrong people
19674,fear,bit frightened found wrong liver turned need worry
14369,sadness,mood despairing  despondent  warweary  apathetic rebellious 
30998,sadness,sad ma (i) exams illness relative disheartened it
34022,joy,smell good coffee makes smile #mondaytherapy
15404,joy,human right happy settle deserv
24526,fear,home man forced door locked forced tried open window
15102,fear,weapon choice bullies cowards feel powerless2 control manipulate 4 means
25665,joy,outside relationship jesus religion live midst love
31109,joy,cannibalism crime people stop hate #love #cupcakes
14929,anger,  agree angry birds exactly described
28208,joy,starting look forward christmas finally
30580,joy,greeted sympathetic  amused smile 
17609,fear,order succeed desire success greater fear failure bill cosby
172,joy,meeting old friend mine
31627,joy,day exams trains springy love metro
14765,sadness,  talk day today :(
12402,sadness,friend died cancer 18 years old
29961,joy,
31897,sadness,meet santa claus said bring     were sad
22305,anger,heres good joke: verizon customer support
30509,fear,roommate refused walk english lectures walk dark lectures biology building
13059,anger,reporter  english stilted hesitant  tried answer miffed atherton refused saying answered question 
53,sadness, lot pressure  boss pushy  assigned projects  deadlines near  finished projects 
25059,fear,amen rt   rt   afraid tomorrow seen yesterday love today #less
19547,joy,thankful great corps members amazing   staff wonderful community serve #happythanksgiving
